日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260531,3111,オーミケンシ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260531,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260531,3116,トヨタ紡織,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20260531,311A,ＮＰＴ,PRO Market,3250,医薬品,5,医薬品,-,-
20260531,3121,マーチャント・バンカーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,3123,サイボー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260531,312A,シンコーホールディングス,PRO Market,2050,建設業,3,建設・資材,-,-
20260531,3131,シンデン・ハイテックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3132,マクニカホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20260531,3133,海帆,グロース（内国株式）,6100,小売業,14,小売,-,-
20260531,3134,Ｈａｍｅｅ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260531,3135,マーケットエンタープライズ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3137,ファンデリー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3138,富士山マガジンサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3139,ラクト・ジャパン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260531,3140,ＢＲＵＮＯ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3143,オーウイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3148,クリエイトＳＤホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260531,314A,ｉシェアーズ　ゴールド　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260531,3150,グリムス,プライム（内国株式）,4050,電気・ガス業,11,電力・ガス,7,TOPIX Small 2
20260531,3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,3153,八洲電機,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,3154,メディアスホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,3156,レスター,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,3157,ジオリーブグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260531,3160,大光,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3161,アゼアス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3166,ＯＣＨＩホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3167,ＴＯＫＡＩホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260531,3168,ＭＥＲＦ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3169,ミサワ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,ETF・ETN,-,-,-,-,-,-
20260531,3172,ティーライフ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3173,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260531,3174,ハピネス・アンド・ディ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3175,エー・ピーホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3176,三洋貿易,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,3177,ありがとうサービス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3178,チムニー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3179,シュッピン,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260531,317A,エス・エム・エス・データテック,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260531,3180,ビューティガレージ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,3181,買取王国,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3182,オイシックス・ラ・大地,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260531,3183,ウイン・パートナーズ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260531,3184,ＩＣＤＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3185,夢展望,グロース（内国株式）,6100,小売業,14,小売,-,-
20260531,3186,ネクステージ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260531,3187,ミラタップ,グロース（内国株式）,6100,小売業,14,小売,-,-
20260531,3189,ＡＮＡＰホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,318A,ＶＩＸ短期先物指数ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260531,3190,ホットマン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3191,ジョイフル本田,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260531,3192,白鳩,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3193,エターナルホスピタリティグループ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260531,3195,ジェネレーションパス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3196,ホットランドホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260531,3197,すかいらーくホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260531,3198,ＳＦＰホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260531,3199,綿半ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260531,319A,技術承継機構,グロース（内国株式）,3550,金属製品,3,建設・資材,-,-
20260531,3201,日本毛織,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20260531,3202,ダイトウボウ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260531,3204,トーア紡コーポレーション,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260531,3205,ダイドーリミテッド,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260531,320A,Ｄ＆Ｉ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,321A,ヒューマンステージホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,3221,ヨシックスホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260531,3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260531,3223,エスエルディー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260531,3224,ゼネラル・オイスター,グロース（内国株式）,6100,小売業,14,小売,-,-
20260531,3226,三井不動産アコモデーションファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,322A,ヒメジ理化,PRO Market,3400,ガラス・土石製品,3,建設・資材,-,-
20260531,3231,野村不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260531,3232,三重交通グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260531,3234,森ヒルズリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3236,プロパスト,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3237,イントランス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3238,セントラル総合開発,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,323A,フライヤー,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260531,3241,ウィル,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3242,アーバネットコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3245,ディア・ライフ,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260531,3246,コーセーアールイー,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3248,アールエイジ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3249,産業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,324A,ブッキングリゾート,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,3252,地主,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260531,325A,ＴＥＮＴＩＡＬ,グロース（内国株式）,3100,繊維製品,4,素材・化学,-,-
20260531,3261,グランディーズ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3266,ファンドクリエーショングループ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3267,フィル・カンパニー,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20260531,3269,アドバンス・レジデンス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,PRO Market,6050,卸売業,13,商社・卸売,-,-
20260531,3271,ＴＨＥグローバル社,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3276,ＪＰＭＣ,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260531,3277,サンセイランディック,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3279,アクティビア・プロパティーズ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3280,エストラスト,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3281,ＧＬＰ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3282,コンフォリア・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3283,日本プロロジスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3284,フージャースホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260531,3286,トラストホールディングス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3287,星野リゾート・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3288,オープンハウスグループ,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260531,3289,東急不動産ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260531,328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20260531,3290,Ｏｎｅリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3291,飯田グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260531,3292,イオンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3293,アズマハウス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3294,イーグランド,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3295,ヒューリックリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3296,日本リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260531,3297,東武住販,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,3299,ムゲンエステート,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260531,329A,ジールアソシエイツ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260531,3300,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
